Row ID,Order ID,Order Date,Ship Date,Ship Mode,Customer ID,Customer Name,Segment,Country,City,State,Postal Code,Region,Product ID,Category,Sub-Category,Product Name,Sales,Quantity,Discount,Profit,Profit Category
572,Ca-2017-164826,2017-12-28,2018-01-04,Standard Class,Jf-15415,Jennifer Ferguson,Consumer,United States,New York City,New York,10024,East,Off-Fa-10000585,Office Supplies,Fasteners,Oic Bulk Pack Metal Binder Clips,13.96,4,0.0,6.4216,Profit
573,Ca-2017-164826,2017-12-28,2018-01-04,Standard Class,Jf-15415,Jennifer Ferguson,Consumer,United States,New York City,New York,10024,East,Off-Bi-10001922,Office Supplies,Binders,Storex Dura Pro Binders,33.264,7,0.2,11.2266,Profit
574,Ca-2017-164826,2017-12-28,2018-01-04,Standard Class,Jf-15415,Jennifer Ferguson,Consumer,United States,New York City,New York,10024,East,Tec-Ph-10000347,Technology,Phones,Cush Cases Heavy Duty Rugged Cover Case For Samsung Galaxy S5 - Purple,14.85,3,0.0,4.0095,Profit
575,Ca-2016-127250,2016-11-03,2016-11-07,Standard Class,Sf-20200,Sarah Foster,Consumer,United States,Marysville,Washington,98270,West,Off-Ar-10003394,Office Supplies,Art,Newell 332,8.82,3,0.0,2.3814,Profit
576,Ca-2015-149713,2015-09-18,2015-09-22,Second Class,Tg-21640,Trudy Glocke,Consumer,United States,Long Beach,California,90805,West,Off-Pa-10004530,Office Supplies,Paper,Personal Creations Ink Jet Cards And Labels,160.72,14,0.0,78.7528,Profit
577,Ca-2015-149713,2015-09-18,2015-09-22,Second Class,Tg-21640,Trudy Glocke,Consumer,United States,Long Beach,California,90805,West,Off-Pa-10001450,Office Supplies,Paper,Rediform S.O.S. Phone Message Books,19.92,4,0.0,9.7608,Profit
578,Ca-2015-149713,2015-09-18,2015-09-22,Second Class,Tg-21640,Trudy Glocke,Consumer,United States,Long Beach,California,90805,West,Off-Su-10001574,Office Supplies,Supplies,Acme Value Line Scissors,7.3,2,0.0,2.19,Profit
579,Ca-2017-118640,2017-07-20,2017-07-26,Standard Class,Cs-11950,Carlos Soltero,Consumer,United States,Chicago,Illinois,60610,Central,Off-St-10002974,Office Supplies,Storage,"Trav-L-File Heavy-Duty Shuttle Ii, Black",69.712,2,0.2,8.714,Profit
580,Ca-2017-118640,2017-07-20,2017-07-26,Standard Class,Cs-11950,Carlos Soltero,Consumer,United States,Chicago,Illinois,60610,Central,Fur-Fu-10001475,Furniture,Furnishings,"Contract Clock, 14"", Brown",8.792,1,0.6,-5.7148,Loss
581,Ca-2015-132906,2015-09-10,2015-09-14,Standard Class,Cc-12145,Charles Crestani,Consumer,United States,Los Angeles,California,90004,West,Off-Su-10004498,Office Supplies,Supplies,Martin-Yale Premier Letter Opener,51.52,4,0.0,1.5456,Profit
582,Ca-2017-145233,2017-12-01,2017-12-05,Standard Class,Dv-13465,Dianna Vittorini,Consumer,United States,Denver,Colorado,80219,West,Tec-Ph-10004977,Technology,Phones,Ge 30524Ee4,470.376,3,0.2,52.9173,Profit
583,Ca-2017-145233,2017-12-01,2017-12-05,Standard Class,Dv-13465,Dianna Vittorini,Consumer,United States,Denver,Colorado,80219,West,Tec-Ph-10000586,Technology,Phones,At&T Sb67148 Synj,105.584,2,0.2,9.2386,Profit
584,Ca-2017-145233,2017-12-01,2017-12-05,Standard Class,Dv-13465,Dianna Vittorini,Consumer,United States,Denver,Colorado,80219,West,Off-Ap-10000358,Office Supplies,Appliances,Fellowes Basic Home/Office Series Surge Protectors,31.152,3,0.2,3.5046,Profit
585,Ca-2017-145233,2017-12-01,2017-12-05,Standard Class,Dv-13465,Dianna Vittorini,Consumer,United States,Denver,Colorado,80219,West,Off-Bi-10002764,Office Supplies,Binders,Recycled Pressboard Report Cover With Reinforced Top Hinge,6.783,7,0.7,-4.7481,Loss
586,Ca-2017-145233,2017-12-01,2017-12-05,Standard Class,Dv-13465,Dianna Vittorini,Consumer,United States,Denver,Colorado,80219,West,Tec-Ph-10001254,Technology,Phones,Jabra Biz 2300 Duo Qd Duo Corded Headset,406.368,4,0.2,30.4776,Profit
587,Ca-2015-128139,2015-07-03,2015-07-09,Standard Class,Bd-11725,Bruce Degenhardt,Consumer,United States,Richmond,Kentucky,40475,South,Fur-Ch-10003956,Furniture,Chairs,Novimex High-Tech Fabric Mesh Task Chair,70.98,1,0.0,4.9686,Profit
588,Ca-2015-128139,2015-07-03,2015-07-09,Standard Class,Bd-11725,Bruce Degenhardt,Consumer,United States,Richmond,Kentucky,40475,South,Off-La-10003930,Office Supplies,Labels,"Dot Matrix Printer Tape Reel Labels, White, 5000/Box",294.93,3,0.0,144.5157,Profit
589,Us-2016-156986,2016-03-20,2016-03-24,Standard Class,Zc-21910,Zuschuss Carroll,Consumer,United States,Salem,Oregon,97301,West,Tec-Ph-10003800,Technology,Phones,I.Sound Portable Power - 8000 Mah,84.784,2,0.2,-20.1362,Loss
590,Us-2016-156986,2016-03-20,2016-03-24,Standard Class,Zc-21910,Zuschuss Carroll,Consumer,United States,Salem,Oregon,97301,West,Off-Pa-10002005,Office Supplies,Paper,Xerox 225,20.736,4,0.2,7.2576,Profit
591,Us-2016-156986,2016-03-20,2016-03-24,Standard Class,Zc-21910,Zuschuss Carroll,Consumer,United States,Salem,Oregon,97301,West,Off-Bi-10002498,Office Supplies,Binders,Clear Mylar Reinforcing Strips,16.821,3,0.7,-12.8961,Loss
592,Us-2016-156986,2016-03-20,2016-03-24,Standard Class,Zc-21910,Zuschuss Carroll,Consumer,United States,Salem,Oregon,97301,West,Off-Pa-10004101,Office Supplies,Paper,Xerox 1894,10.368,2,0.2,3.6288,Profit
593,Ca-2014-135405,2014-01-09,2014-01-13,Standard Class,Ms-17830,Melanie Seite,Consumer,United States,Laredo,Texas,78041,Central,Off-Ar-10004078,Office Supplies,Art,Newell 312,9.344,2,0.2,1.168,Profit
594,Ca-2014-135405,2014-01-09,2014-01-13,Standard Class,Ms-17830,Melanie Seite,Consumer,United States,Laredo,Texas,78041,Central,Tec-Ac-10001266,Technology,Accessories,Memorex Micro Travel Drive 8 Gb,31.2,3,0.2,9.75,Profit
595,Ca-2014-131450,2014-08-08,2014-08-15,Standard Class,Lr-16915,Lena Radford,Consumer,United States,San Diego,California,92024,West,Off-Ap-10004708,Office Supplies,Appliances,Fellowes Superior 10 Outlet Split Surge Protector,76.12,2,0.0,22.0748,Profit
597,Ca-2014-131450,2014-08-08,2014-08-15,Standard Class,Lr-16915,Lena Radford,Consumer,United States,San Diego,California,92024,West,Tec-Ph-10002398,Technology,Phones,At&T 1070 Corded Phone,445.96,5,0.2,55.745,Profit
598,Ca-2014-131450,2014-08-08,2014-08-15,Standard Class,Lr-16915,Lena Radford,Consumer,United States,San Diego,California,92024,West,Fur-Fu-10001979,Furniture,Furnishings,Dana Halogen Swing-Arm Architect Lamp,327.76,8,0.0,91.7728,Profit
599,Ca-2016-120180,2016-07-14,2016-07-16,First Class,Tp-21130,Theone Pippenger,Consumer,United States,Philadelphia,Pennsylvania,19134,East,Off-Su-10004115,Office Supplies,Supplies,Acme Stainless Steel Office Snips,11.632,2,0.2,1.0178,Profit
600,Us-2016-100720,2016-07-16,2016-07-21,Standard Class,Ck-12205,Chloris Kastensmidt,Consumer,United States,Philadelphia,Pennsylvania,19120,East,Tec-Ph-10001425,Technology,Phones,Mophie Juice Pack Helium For Iphone,143.982,3,0.4,-28.7964,Loss
601,Us-2016-100720,2016-07-16,2016-07-21,Standard Class,Ck-12205,Chloris Kastensmidt,Consumer,United States,Philadelphia,Pennsylvania,19120,East,Tec-Ph-10003963,Technology,Phones,Ge 2-Jack Phone Line Splitter,494.376,4,0.4,-115.3544,Loss
602,Us-2016-100720,2016-07-16,2016-07-21,Standard Class,Ck-12205,Chloris Kastensmidt,Consumer,United States,Philadelphia,Pennsylvania,19120,East,Off-Su-10001574,Office Supplies,Supplies,Acme Value Line Scissors,5.84,2,0.2,0.73,Profit
603,Ca-2014-149958,2014-03-15,2014-03-19,Standard Class,As-10240,Alan Shonely,Consumer,United States,Tampa,Florida,33614,South,Off-St-10001490,Office Supplies,Storage,"Hot File 7-Pocket, Floor Stand",142.776,1,0.2,17.847,Profit
604,Ca-2014-149958,2014-03-15,2014-03-19,Standard Class,As-10240,Alan Shonely,Consumer,United States,Tampa,Florida,33614,South,Fur-Fu-10001756,Furniture,Furnishings,"Eldon Expressions Desk Accessory, Wood Photo Frame, Mahogany",45.696,3,0.2,5.1408,Profit
605,Ca-2014-149958,2014-03-15,2014-03-19,Standard Class,As-10240,Alan Shonely,Consumer,United States,Tampa,Florida,33614,South,Off-Bi-10000773,Office Supplies,Binders,Insertable Tab Post Binder Dividers,7.218,3,0.7,-5.5338,Loss
606,Ca-2014-149958,2014-03-15,2014-03-19,Standard Class,As-10240,Alan Shonely,Consumer,United States,Tampa,Florida,33614,South,Off-Bi-10001543,Office Supplies,Binders,Gbc Velobinder Manual Binding System,43.188,4,0.7,-31.6712,Loss
607,Ca-2014-149958,2014-03-15,2014-03-19,Standard Class,As-10240,Alan Shonely,Consumer,United States,Tampa,Florida,33614,South,Off-Pa-10002120,Office Supplies,Paper,Xerox 1889,131.904,3,0.2,47.8152,Profit
608,Us-2014-105767,2014-05-23,2014-05-27,Standard Class,Ar-10510,Andrew Roberts,Consumer,United States,Philadelphia,Pennsylvania,19134,East,Off-Bi-10000848,Office Supplies,Binders,Angle-D Ring Binders,3.282,2,0.7,-2.6256,Loss
609,Us-2014-105767,2014-05-23,2014-05-27,Standard Class,Ar-10510,Andrew Roberts,Consumer,United States,Philadelphia,Pennsylvania,19134,East,Off-Ar-10001246,Office Supplies,Art,Newell 317,21.168,9,0.2,2.3814,Profit
610,Us-2014-105767,2014-05-23,2014-05-27,Standard Class,Ar-10510,Andrew Roberts,Consumer,United States,Philadelphia,Pennsylvania,19134,East,Tec-Ph-10003092,Technology,Phones,Motorola L804,55.188,2,0.4,-10.1178,Loss
611,Ca-2016-161816,2016-04-28,2016-05-01,First Class,Nb-18655,Nona Balk,Corporate,United States,Dallas,Texas,75217,Central,Tec-Ph-10003012,Technology,Phones,Nortel Meridian M3904 Professional Digital Phone,369.576,3,0.2,41.5773,Profit
612,Ca-2016-161816,2016-04-28,2016-05-01,First Class,Nb-18655,Nona Balk,Corporate,United States,Dallas,Texas,75217,Central,Off-La-10004345,Office Supplies,Labels,Avery 493,15.712,4,0.2,5.6956,Profit
613,Ca-2016-121223,2016-09-11,2016-09-13,Second Class,Gd-14590,Giulietta Dortch,Corporate,United States,Philadelphia,Pennsylvania,19143,East,Off-Pa-10001204,Office Supplies,Paper,Xerox 1972,8.448,2,0.2,2.64,Profit
615,Ca-2017-138611,2017-11-14,2017-11-17,Second Class,Ck-12595,Clytie Kelty,Consumer,United States,Grove City,Ohio,43123,East,Tec-Ph-10000011,Technology,Phones,Puregear Roll-On Screen Protector,119.94,10,0.4,15.992,Profit
616,Ca-2017-138611,2017-11-14,2017-11-17,Second Class,Ck-12595,Clytie Kelty,Consumer,United States,Grove City,Ohio,43123,East,Off-Bi-10002949,Office Supplies,Binders,Prestige Round Ring Binders,3.648,2,0.7,-2.7968,Loss
617,Ca-2017-117947,2017-08-18,2017-08-23,Second Class,Ng-18355,Nat Gilpin,Corporate,United States,New York City,New York,10011,East,Fur-Fu-10003849,Furniture,Furnishings,"Dax Metal Frame, Desktop, Stepped-Edge",40.48,2,0.0,15.7872,Profit
618,Ca-2017-117947,2017-08-18,2017-08-23,Second Class,Ng-18355,Nat Gilpin,Corporate,United States,New York City,New York,10011,East,Fur-Fu-10000010,Furniture,Furnishings,"Dax Value U-Channel Document Frames, Easel Back",9.94,2,0.0,3.0814,Profit
619,Ca-2017-117947,2017-08-18,2017-08-23,Second Class,Ng-18355,Nat Gilpin,Corporate,United States,New York City,New York,10011,East,Off-Bi-10002824,Office Supplies,Binders,Recycled Easel Ring Binders,107.424,9,0.2,33.57,Profit
620,Ca-2017-117947,2017-08-18,2017-08-23,Second Class,Ng-18355,Nat Gilpin,Corporate,United States,New York City,New York,10011,East,Tec-Ph-10002538,Technology,Phones,Grandstream Gxp1160 Voip Phone,37.91,1,0.0,10.9939,Profit
621,Ca-2017-117947,2017-08-18,2017-08-23,Second Class,Ng-18355,Nat Gilpin,Corporate,United States,New York City,New York,10011,East,Fur-Fu-10000521,Furniture,Furnishings,"Seth Thomas 14"" Putty-Colored Wall Clock",88.02,3,0.0,27.2862,Profit
622,Us-2014-111171,2014-12-26,2014-12-31,Standard Class,Ca-12265,Christina Anderson,Consumer,United States,Chicago,Illinois,60610,Central,Off-Bi-10002103,Office Supplies,Binders,"Cardinal Slant-D Ring Binder, Heavy Gauge Vinyl",8.69,5,0.8,-14.773,Loss
623,Ca-2015-138009,2015-11-29,2015-12-03,Standard Class,Sf-20965,Sylvia Foulston,Corporate,United States,Dearborn,Michigan,48126,Central,Fur-Ch-10004853,Furniture,Chairs,"Global Manager'S Adjustable Task Chair, Storm",301.96,2,0.0,87.5684,Profit
626,Ca-2015-138009,2015-11-29,2015-12-03,Standard Class,Sf-20965,Sylvia Foulston,Corporate,United States,Dearborn,Michigan,48126,Central,Off-Ar-10004042,Office Supplies,Art,"Boston Model 1800 Electric Pencil Sharpeners, Putty/Woodgrain",161.82,9,0.0,46.9278,Profit
627,Ca-2017-163020,2017-09-15,2017-09-19,Standard Class,Mo-17800,Meg O'Connel,Home Office,United States,New York City,New York,10009,East,Fur-Fu-10000221,Furniture,Furnishings,"Master Caster Door Stop, Brown",35.56,7,0.0,12.0904,Profit
628,Ca-2017-153787,2017-05-19,2017-05-23,Standard Class,At-10735,Annie Thurman,Consumer,United States,Seattle,Washington,98115,West,Off-Ap-10001563,Office Supplies,Appliances,Belkin Premiere Surge Master Ii 8-Outlet Surge Protector,97.16,2,0.0,28.1764,Profit
629,Ca-2017-133431,2017-12-17,2017-12-21,Standard Class,Lc-17140,Logan Currie,Consumer,United States,San Francisco,California,94122,West,Off-Bi-10000605,Office Supplies,Binders,"Acco Pressboard Covers With Storage Hooks, 9 1/2"" X 11"", Executive Red",15.24,5,0.2,5.1435,Profit
630,Ca-2017-133431,2017-12-17,2017-12-21,Standard Class,Lc-17140,Logan Currie,Consumer,United States,San Francisco,California,94122,West,Off-Pa-10002615,Office Supplies,Paper,"Ampad Gold Fibre Wirebound Steno Books, 6"" X 9"", Gregg Ruled",13.23,3,0.0,6.0858,Profit
631,Us-2016-135720,2016-12-11,2016-12-13,Second Class,Fm-14380,Fred Mcmath,Consumer,United States,Aurora,Colorado,80013,West,Off-St-10001963,Office Supplies,Storage,Tennsco Regal Shelving Units,243.384,3,0.2,-51.7191,Loss
632,Us-2016-135720,2016-12-11,2016-12-13,Second Class,Fm-14380,Fred Mcmath,Consumer,United States,Aurora,Colorado,80013,West,Tec-Ac-10001267,Technology,Accessories,Imation 32Gb Pocket Pro Usb 3.0 Flash Drive - 32 Gb - Black - 1 P ...,119.8,5,0.2,29.95,Profit
633,Us-2016-135720,2016-12-11,2016-12-13,Second Class,Fm-14380,Fred Mcmath,Consumer,United States,Aurora,Colorado,80013,West,Tec-Ph-10002103,Technology,Phones,Jabra Speak 410,300.768,4,0.2,30.0768,Profit
634,Ca-2017-144694,2017-09-24,2017-09-26,Second Class,Bd-11605,Brian Dahlen,Consumer,United States,Miami,Florida,33180,South,Tec-Ac-10002857,Technology,Accessories,"Verbatim 25 Gb 6X Blu-Ray Single Layer Recordable Disc, 1/Pack",17.88,3,0.2,2.4585,Profit
635,Ca-2017-144694,2017-09-24,2017-09-26,Second Class,Bd-11605,Brian Dahlen,Consumer,United States,Miami,Florida,33180,South,Off-La-10003930,Office Supplies,Labels,"Dot Matrix Printer Tape Reel Labels, White, 5000/Box",235.944,3,0.2,85.5297,Profit
636,Ca-2015-168004,2015-10-04,2015-10-09,Second Class,Dj-13420,Denny Joy,Corporate,United States,Warner Robins,Georgia,31088,South,Fur-Ch-10001482,Furniture,Chairs,Office Star - Mesh Screen Back Chair With Vinyl Seat,392.94,3,0.0,43.2234,Profit
637,Us-2016-123470,2016-08-15,2016-08-21,Standard Class,Me-17725,Max Engle,Consumer,United States,Aurora,Colorado,80013,West,Off-Bi-10001989,Office Supplies,Binders,Premium Transparent Presentation Covers By Gbc,18.882,3,0.7,-13.8468,Loss
638,Us-2016-123470,2016-08-15,2016-08-21,Standard Class,Me-17725,Max Engle,Consumer,United States,Aurora,Colorado,80013,West,Off-Ap-10003287,Office Supplies,Appliances,Tripp Lite Tlp810Net Broadband Surge For Modem/Fax,122.328,3,0.2,12.2328,Profit
640,Ca-2016-115917,2016-05-20,2016-05-25,Standard Class,Rb-19465,Rick Bensley,Home Office,United States,Vallejo,California,94591,West,Off-Bi-10004728,Office Supplies,Binders,Wilson Jones Turn Tabs Binder Tool For Ring Binders,15.424,4,0.2,5.0128,Profit
641,Ca-2016-147067,2016-12-18,2016-12-22,Standard Class,Jd-16150,Justin Deggeller,Corporate,United States,Minneapolis,Minnesota,55407,Central,Fur-Fu-10000732,Furniture,Furnishings,Eldon 200 Class Desk Accessories,18.84,3,0.0,6.0288,Profit
642,Ca-2017-167913,2017-07-30,2017-08-03,Second Class,Jl-15835,John Lee,Consumer,United States,Mission Viejo,California,92691,West,Off-St-10000585,Office Supplies,Storage,Economy Rollaway Files,330.4,2,0.0,85.904,Profit
643,Ca-2017-167913,2017-07-30,2017-08-03,Second Class,Jl-15835,John Lee,Consumer,United States,Mission Viejo,California,92691,West,Off-La-10002787,Office Supplies,Labels,Avery 480,26.25,7,0.0,12.6,Profit
644,Ca-2017-106103,2017-06-10,2017-06-15,Standard Class,Sc-20305,Sean Christensen,Consumer,United States,Rochester Hills,Michigan,48307,Central,Tec-Ac-10003832,Technology,Accessories,Imation 16Gb Mini Traveldrive Usb 2.0 Flash Drive,132.52,4,0.0,54.3332,Profit
645,Us-2017-127719,2017-07-21,2017-07-25,Standard Class,Tw-21025,Tamara Willingham,Home Office,United States,Plainfield,New Jersey,7060,East,Off-Pa-10001934,Office Supplies,Paper,Xerox 1993,6.48,1,0.0,3.1752,Profit
646,Ca-2017-126221,2017-12-30,2018-01-05,Standard Class,Cc-12430,Chuck Clark,Home Office,United States,Columbus,Indiana,47201,Central,Off-Ap-10002457,Office Supplies,Appliances,"Eureka The Boss Plus 12-Amp Hard Box Upright Vacuum, Red",209.3,2,0.0,56.511,Profit
647,Ca-2016-103947,2016-04-01,2016-04-08,Standard Class,Bb-10990,Barry Blumstein,Corporate,United States,Sierra Vista,Arizona,85635,West,Off-Fa-10003112,Office Supplies,Fasteners,Staples,31.56,5,0.2,9.8625,Profit
648,Ca-2016-103947,2016-04-01,2016-04-08,Standard Class,Bb-10990,Barry Blumstein,Corporate,United States,Sierra Vista,Arizona,85635,West,Off-Ap-10002350,Office Supplies,Appliances,Belkin F9H710-06 7 Outlet Surgemaster Surge Protector,30.144,2,0.2,3.0144,Profit
649,Ca-2016-160745,2016-12-11,2016-12-16,Second Class,Ar-10825,Anthony Rawles,Corporate,United States,Vancouver,Washington,98661,West,Fur-Fu-10001935,Furniture,Furnishings,3M Hangers With Command Adhesive,14.8,4,0.0,6.068,Profit
650,Ca-2016-160745,2016-12-11,2016-12-16,Second Class,Ar-10825,Anthony Rawles,Corporate,United States,Vancouver,Washington,98661,West,Tec-Ph-10003273,Technology,Phones,At&T Tr1909W,302.376,3,0.2,22.6782,Profit
651,Ca-2016-160745,2016-12-11,2016-12-16,Second Class,Ar-10825,Anthony Rawles,Corporate,United States,Vancouver,Washington,98661,West,Tec-Ac-10001142,Technology,Accessories,First Data Fd10 Pin Pad,316.0,4,0.0,31.6,Profit
652,Ca-2016-132661,2016-10-23,2016-10-29,Standard Class,Sr-20740,Steven Roelle,Home Office,United States,New York City,New York,10024,East,Off-Pa-10000482,Office Supplies,Paper,"Snap-A-Way Black Print Carbonless Ruled Speed Letter, Triplicate",379.4,10,0.0,178.318,Profit
653,Ca-2017-140844,2017-06-19,2017-06-23,Standard Class,Ar-10405,Allen Rosenblatt,Corporate,United States,New York City,New York,10035,East,Off-Pa-10003892,Office Supplies,Paper,Xerox 1943,97.82,2,0.0,45.9754,Profit
654,Ca-2017-140844,2017-06-19,2017-06-23,Standard Class,Ar-10405,Allen Rosenblatt,Corporate,United States,New York City,New York,10035,East,Tec-Ac-10001101,Technology,Accessories,Sony 16Gb Class 10 Micro Sdhc R40 Memory Card,103.12,8,0.0,10.312,Profit
655,Ca-2016-137239,2016-08-22,2016-08-28,Standard Class,Cr-12730,Craig Reiter,Consumer,United States,Columbus,Ohio,43229,East,Off-Ap-10002439,Office Supplies,Appliances,Tripp Lite Isotel 8 Ultra 8 Outlet Metal Surge,113.552,2,0.2,8.5164,Profit
656,Ca-2016-137239,2016-08-22,2016-08-28,Standard Class,Cr-12730,Craig Reiter,Consumer,United States,Columbus,Ohio,43229,East,Off-Bi-10002827,Office Supplies,Binders,Avery Durable Poly Binders,3.318,2,0.7,-2.6544,Loss
657,Ca-2016-137239,2016-08-22,2016-08-28,Standard Class,Cr-12730,Craig Reiter,Consumer,United States,Columbus,Ohio,43229,East,Off-En-10002230,Office Supplies,Envelopes,Airmail Envelopes,134.288,2,0.2,45.3222,Profit
659,Us-2016-156097,2016-09-19,2016-09-19,Same Day,Eh-14125,Eugene Hildebrand,Home Office,United States,Aurora,Illinois,60505,Central,Off-Bi-10004654,Office Supplies,Binders,Avery Binding System Hidden Tab Executive Style Index Sets,2.308,2,0.8,-3.462,Loss
663,Ca-2015-146563,2015-08-24,2015-08-28,Standard Class,Cb-12025,Cassandra Brandow,Consumer,United States,Arlington,Texas,76017,Central,Off-Bi-10003981,Office Supplies,Binders,"Avery Durable Plastic 1"" Binders",2.724,3,0.8,-4.2222,Loss
664,Ca-2016-123666,2016-03-26,2016-03-30,Standard Class,Sp-20545,Sibella Parks,Corporate,United States,New York City,New York,10011,East,Off-St-10001522,Office Supplies,Storage,"Gould Plastics 18-Pocket Panel Bin, 34W X 5-1/4D X 20-1/2H",459.95,5,0.0,18.398,Profit
665,Ca-2016-143308,2016-11-04,2016-11-04,Same Day,Rc-19825,Roy Collins,Consumer,United States,Louisville,Kentucky,40214,South,Off-Fa-10000621,Office Supplies,Fasteners,"Oic Colored Binder Clips, Assorted Sizes",10.74,3,0.0,5.2626,Profit
666,Ca-2017-132682,2017-06-08,2017-06-10,Second Class,Th-21235,Tiffany House,Corporate,United States,Dallas,Texas,75081,Central,Off-Su-10004231,Office Supplies,Supplies,Acme Tagit Stainless Steel Antibacterial Scissors,23.76,3,0.2,2.079,Profit
667,Ca-2017-132682,2017-06-08,2017-06-10,Second Class,Th-21235,Tiffany House,Corporate,United States,Dallas,Texas,75081,Central,Off-Pa-10000474,Office Supplies,Paper,Easy-Staple Paper,85.056,3,0.2,28.7064,Profit
668,Ca-2017-132682,2017-06-08,2017-06-10,Second Class,Th-21235,Tiffany House,Corporate,United States,Dallas,Texas,75081,Central,Tec-Ph-10004042,Technology,Phones,Clearone Communications Chat 70 Oc Speaker Phone,381.576,3,0.2,28.6182,Profit
669,Ca-2014-156314,2014-12-24,2014-12-26,First Class,Rp-19390,Resi Pölking,Consumer,United States,Cleveland,Ohio,44105,East,Fur-Fu-10003096,Furniture,Furnishings,"Master Giant Foot Doorstop, Safety Yellow",30.36,5,0.2,8.7285,Profit
670,Us-2017-106663,2017-06-09,2017-06-13,Standard Class,Mo-17800,Meg O'Connel,Home Office,United States,Chicago,Illinois,60653,Central,Fur-Fu-10002759,Furniture,Furnishings,12-1/2 Diameter Round Wall Clock,23.976,3,0.6,-14.3856,Loss
671,Us-2017-106663,2017-06-09,2017-06-13,Standard Class,Mo-17800,Meg O'Connel,Home Office,United States,Chicago,Illinois,60653,Central,Fur-Ta-10000688,Furniture,Tables,"Chromcraft Bull-Nose Wood Round Conference Table Top, Wood Base",108.925,1,0.5,-71.8905,Loss
672,Us-2017-106663,2017-06-09,2017-06-13,Standard Class,Mo-17800,Meg O'Connel,Home Office,United States,Chicago,Illinois,60653,Central,Off-Pa-10002377,Office Supplies,Paper,"Adams Telephone Message Book W/Dividers/Space For Phone Numbers, 5 1/4""X8 1/2"", 200/Messages",36.352,8,0.2,11.36,Profit
673,Ca-2017-111178,2017-06-15,2017-06-22,Standard Class,Td-20995,Tamara Dahlen,Consumer,United States,Quincy,Illinois,62301,Central,Off-Ar-10001954,Office Supplies,Art,Newell 331,19.56,5,0.2,1.7115,Profit
674,Ca-2017-130351,2017-12-05,2017-12-08,First Class,Rb-19570,Rob Beeghly,Consumer,United States,Columbus,Indiana,47201,Central,Off-Ap-10004532,Office Supplies,Appliances,Kensington 6 Outlet Guardian Standard Surge Protector,61.44,3,0.0,16.5888,Profit
675,Ca-2017-130351,2017-12-05,2017-12-08,First Class,Rb-19570,Rob Beeghly,Consumer,United States,Columbus,Indiana,47201,Central,Off-Pa-10002137,Office Supplies,Paper,"Southworth 100% Résumé Paper, 24Lb.",38.9,5,0.0,17.505,Profit
676,Ca-2017-130351,2017-12-05,2017-12-08,First Class,Rb-19570,Rob Beeghly,Consumer,United States,Columbus,Indiana,47201,Central,Tec-Ac-10003832,Technology,Accessories,Imation 16Gb Mini Traveldrive Usb 2.0 Flash Drive,99.39,3,0.0,40.7499,Profit
677,Us-2017-119438,2017-03-18,2017-03-23,Standard Class,Cd-11980,Carol Darley,Consumer,United States,Tyler,Texas,75701,Central,Off-Ap-10000804,Office Supplies,Appliances,Hoover Portapower Portable Vacuum,2.688,3,0.8,-7.392,Loss
678,Us-2017-119438,2017-03-18,2017-03-23,Standard Class,Cd-11980,Carol Darley,Consumer,United States,Tyler,Texas,75701,Central,Tec-Ac-10003614,Technology,Accessories,"Verbatim 25 Gb 6X Blu-Ray Single Layer Recordable Disc, 10/Pack",27.816,3,0.2,4.5201,Profit
679,Us-2017-119438,2017-03-18,2017-03-23,Standard Class,Cd-11980,Carol Darley,Consumer,United States,Tyler,Texas,75701,Central,Fur-Fu-10003553,Furniture,Furnishings,"Howard Miller 13-1/2"" Diameter Rosebrook Wall Clock",82.524,3,0.6,-41.262,Loss
680,Us-2017-119438,2017-03-18,2017-03-23,Standard Class,Cd-11980,Carol Darley,Consumer,United States,Tyler,Texas,75701,Central,Off-Bi-10004632,Office Supplies,Binders,Ibico Hi-Tech Manual Binding System,182.994,3,0.8,-320.2395,Loss
681,Ca-2016-164511,2016-11-19,2016-11-24,Standard Class,Dj-13630,Doug Jacobs,Consumer,United States,New York City,New York,10024,East,Off-Bi-10003305,Office Supplies,Binders,Avery Hanging File Binders,14.352,3,0.2,4.6644,Profit
682,Ca-2016-164511,2016-11-19,2016-11-24,Standard Class,Dj-13630,Doug Jacobs,Consumer,United States,New York City,New York,10024,East,Off-St-10002583,Office Supplies,Storage,Fellowes Neat Ideas Storage Cubes,64.96,2,0.0,2.5984,Profit
683,Ca-2016-164511,2016-11-19,2016-11-24,Standard Class,Dj-13630,Doug Jacobs,Consumer,United States,New York City,New York,10024,East,Off-St-10004507,Office Supplies,Storage,Advantus Rolling Storage Box,68.6,4,0.0,18.522,Profit
685,Us-2017-168116,2017-11-04,2017-11-04,Same Day,Gt-14635,Grant Thornton,Corporate,United States,Burlington,North Carolina,27217,South,Off-Ap-10002457,Office Supplies,Appliances,"Eureka The Boss Plus 12-Amp Hard Box Upright Vacuum, Red",167.44,2,0.2,14.651,Profit
686,Ca-2014-157784,2014-07-05,2014-07-08,First Class,Mc-17845,Michael Chen,Consumer,United States,Jackson,Mississippi,39212,South,Tec-Ac-10003911,Technology,Accessories,Netgear Ac1750 Dual Band Gigabit Smart Wifi Router,479.97,3,0.0,163.1898,Profit
